grade_num,stage,domain,theme,kp_code,kp_name,content_requirement,academic_requirement,teaching_hint,depth_level,core_competency,source_ref
11,高中,中国革命传统作品研习,革命传统作品阅读,CHN-G11-CRT-001,阅读中国革命传统作品,阅读反映中国革命、建设、改革伟大历程的诗文、小说、报告文学、回忆录、演讲词和纪实材料。,能把握作品内容、人物形象、历史背景和精神内涵，理解作品的语言力量和思想价值。,结合历史背景和文本细读，避免把文学阅读简单化为口号记忆。,3,文化自信;语言运用;审美创造,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中国革命传统作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中国革命传统作品研习,革命精神阐释,CHN-G11-CRT-002,阐释革命精神和时代价值,围绕理想信念、家国情怀、人民立场、奋斗精神、牺牲精神等主题研习革命传统作品。,能结合文本证据阐释革命精神的具体表现和时代价值，形成理性而真切的认同。,通过人物专题、主题群文和历史资料辅助理解。,3,文化自信;思维能力;语言运用,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中国革命传统作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中国革命传统作品研习,革命叙事表达分析,CHN-G11-CRT-003,分析革命传统作品叙事和语言,分析革命传统作品中的叙事方式、人物塑造、场景描写、抒情方式和论辩语言。,能说明作品如何通过语言和结构表达信念、情感与价值追求。,比较文学作品、纪实文本和演讲文本的表达方式。,3,语言运用;审美创造;思维能力,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中国革命传统作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,中国革命传统作品研习,革命文化主题表达,CHN-G11-CRT-004,完成革命文化主题表达成果,基于作品研习和资料阅读，完成评论、演讲、讲解稿、专题展示或跨媒介表达作品。,能有依据地表达对革命文化的理解，语言准确、有感染力，兼顾历史真实与当代表达。,可结合红色资源、纪念场馆、人物故事和校园展示开展。,3,文化自信;语言运用;审美创造,普通高中语文课程标准(2017年版2020年修订)·选择性必修·中国革命传统作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,外国作家作品研习,外国文学作品阅读,CHN-G11-FOR-001,阅读外国作家代表作品,阅读外国诗歌、小说、散文、戏剧或思想文化作品，关注作品的主题、人物、结构、语言和文化背景。,能理解作品基本内容和艺术特色，表达审美体验和跨文化理解。,选择适合高中生阅读的经典或优秀作品，注意译本语言和文化背景。,3,语言运用;审美创造;文化自信,普通高中语文课程标准(2017年版2020年修订)·选择性必修·外国作家作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,外国作家作品研习,跨文化比较阅读,CHN-G11-FOR-002,开展中外作品跨文化比较,围绕主题、人物、叙事、价值观、文学样式和文化语境比较中外作品。,能在尊重差异的基础上比较作品异同，形成开放而理性的文化理解。,引导学生避免简单优劣判断，重视文本和文化语境。,3,思维能力;审美创造;文化自信,普通高中语文课程标准(2017年版2020年修订)·选择性必修·外国作家作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,外国作家作品研习,外国文学评论表达,CHN-G11-FOR-003,评论外国文学作品和人物形象,基于外国文学阅读，分析人物形象、主题意蕴、叙事方式和艺术特色，撰写评论或专题发言。,能结合文本证据表达对作品的理解，兼顾审美体验和文化背景。,可结合改编影视、译本比较和中外主题对照开展表达。,3,语言运用;思维能力;审美创造,普通高中语文课程标准(2017年版2020年修订)·选择性必修·外国作家作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,外国作家作品研习,世界文学视野,CHN-G11-FOR-004,形成初步世界文学视野,通过外国作品研习，了解不同文化传统中的文学表达、人性主题和审美追求。,能联系中国文学阅读经验，说明外国文学作品对理解人类共同经验和文化差异的价值。,鼓励学生在比较中增强文化自信和开放理解。,3,文化自信;审美创造;思维能力,普通高中语文课程标准(2017年版2020年修订)·选择性必修·外国作家作品研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,当代文化参与,当代文化议题选择,CHN-G11-CCP-001,选择并界定当代文化议题,关注社会生活、校园文化、网络传播、公共空间和地方文化中的当代文化现象，学习将观察对象转化为可研究议题。,能明确议题对象、研究范围、核心问题和价值意义，形成文化参与方案。,选题应真实、具体、可调查，避免泛泛谈文化。,3,文化自信;思维能力;语言运用,普通高中语文课程标准(2017年版2020年修订)·选择性必修·当代文化参与;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,当代文化参与,文化资料采集分析,CHN-G11-CCP-002,采集分析文化现象资料,围绕文化议题开展访谈、问卷、实地观察、文本收集、网络资料检索和多媒介材料整理。,能判断资料可靠性和代表性，分类整理材料，分析文化现象的形成原因、传播方式和价值取向。,强调资料来源标注、尊重受访者和数据伦理。,3,语言运用;思维能力;文化自信,普通高中语文课程标准(2017年版2020年修订)·选择性必修·当代文化参与;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,当代文化参与,文化评论写作,CHN-G11-CCP-003,撰写文化评论或调查报告,基于文化观察和资料分析，撰写文化评论、调查报告、倡议书、策展说明或公共表达文本。,能观点清晰、材料充分、逻辑合理地评价文化现象，体现文化理解和社会责任。,引导学生兼顾事实、价值和表达对象，避免情绪化评论。,3,语言运用;思维能力;文化自信,普通高中语文课程标准(2017年版2020年修订)·选择性必修·当代文化参与;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,当代文化参与,文化传播实践,CHN-G11-CCP-004,策划并实施文化传播活动,围绕文化主题策划展览、讲解、推文、短视频脚本、海报、播客文稿或校园公共表达活动。,能面向真实受众完成文化传播成果，说明传播目的、内容选择、媒介形式和效果反思。,强调语文表达质量、审美设计、价值导向和媒介规范。,3,语言运用;审美创造;文化自信;信息社会责任,普通高中语文课程标准(2017年版2020年修订)·选择性必修·当代文化参与;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,整本书阅读与研讨,经典整本书专题研读,CHN-G11-BOK-001,研读经典整本书并形成专题问题,围绕中外经典作品、学术著作、文化论著或专题读物开展整本书阅读，聚焦主题、结构、人物、思想、语言和时代语境形成专题问题。,能提出有研究价值的阅读问题，建立阅读计划和资料档案，形成较深入的整体理解。,选择适合高中阶段的经典作品，重视问题驱动、持续阅读和研讨过程。,3,语言运用;思维能力;审美创造;文化自信,普通高中语文课程标准(2017年版2020年修订)·选择性必修·整本书阅读与研讨;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,整本书阅读与研讨,整本书比较阅读,CHN-G11-BOK-002,开展整本书比较阅读,围绕同一主题、同一作者、同一体裁或不同文化背景的作品开展比较阅读，分析文本之间的联系、差异和价值。,能从主题、人物、叙事、语言、文化语境等角度进行比较，形成有文本依据的判断。,鼓励跨作品、跨时代、跨文化比较，避免只复述情节。,3,思维能力;审美创造;语言运用,普通高中语文课程标准(2017年版2020年修订)·选择性必修·整本书阅读与研讨;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,整本书阅读与研讨,读书报告与书评,CHN-G11-BOK-003,撰写读书报告和书评,基于整本书阅读成果，学习撰写读书报告、书评、专题论文雏形或研究性阅读札记。,能围绕核心观点组织文本证据、相关资料和个人理解，写出结构清楚、观点明确的阅读成果。,指导学生处理引用、概括、评价和个人见解之间的关系。,3,语言运用;思维能力;审美创造,普通高中语文课程标准(2017年版2020年修订)·选择性必修·整本书阅读与研讨;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,整本书阅读与研讨,阅读共同体研讨,CHN-G11-BOK-004,组织整本书阅读共同体研讨,在读书小组、课堂论坛、专题汇报或线上交流中进行整本书研讨，回应不同观点并改进理解。,能承担研讨角色，清楚表达观点，引用文本证据回应他人，形成共同体学习成果。,评价时关注研讨质量、证据使用、倾听回应和成果迭代。,3,语言运用;思维能力;文化自信,普通高中语文课程标准(2017年版2020年修订)·选择性必修·整本书阅读与研讨;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,科学与文化论著研习,论著阅读方法,CHN-G11-SCI-001,阅读科学与文化论著,阅读科学、文化、哲学、历史、社会、艺术等领域的论著节选或短篇论著，学习把握概念、观点、材料和论证。,能概括论著核心观点，梳理论证结构，理解关键概念和作者立场。,从篇幅适中、观点明确的论著入手，训练学术阅读耐心。,3,思维能力;语言运用;文化自信,普通高中语文课程标准(2017年版2020年修订)·选择性必修·科学与文化论著研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,科学与文化论著研习,概念论证分析,CHN-G11-SCI-002,分析论著概念和论证方式,围绕科学与文化论著中的关键概念、论证路径、材料使用、推理方式和语言风格进行分析。,能判断概念界定是否清楚、论证是否合理、材料是否充分，并提出自己的理解或疑问。,引导学生做摘要、结构图、概念图和问题清单。,3,思维能力;语言运用,普通高中语文课程标准(2017年版2020年修订)·选择性必修·科学与文化论著研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,科学与文化论著研习,跨学科主题研读,CHN-G11-SCI-003,开展跨学科主题论著研读,围绕科学精神、技术伦理、生态文明、文化传承、社会发展等主题阅读多篇论著和资料。,能整合不同学科材料，比较观点差异，形成有证据的主题理解。,可与科学、历史、政治、信息科技等学科联动，强调语文阅读与表达能力。,3,思维能力;语言运用;文化自信,普通高中语文课程标准(2017年版2020年修订)·选择性必修·科学与文化论著研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,科学与文化论著研习,学术表达雏形,CHN-G11-SCI-004,完成论著研读报告或学术表达雏形,基于科学与文化论著研读，撰写摘要、书评、读书报告、主题评论或小论文雏形。,能提出问题，引用材料，组织论证，形成结构清晰、观点有据、语言规范的书面成果。,强调引用规范、资料来源和学术诚信，控制难度不成人化。,3,语言运用;思维能力;信息社会责任,普通高中语文课程标准(2017年版2020年修订)·选择性必修·科学与文化论著研习;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,语言积累、梳理与探究,语言文字专题积累,CHN-G11-LST-001,建立专题化语言文字资源库,围绕古今汉语、文学语言、公共语言、网络语言、学术表达等专题积累语言材料。,能按主题建立语言资源库，说明材料来源、语境、特点和可迁移价值。,鼓励使用数字工具整理资料，重视材料筛选和分类标准。,3,语言运用;思维能力,普通高中语文课程标准(2017年版2020年修订)·选择性必修·语言积累、梳理与探究;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,语言积累、梳理与探究,汉语现象探究,CHN-G11-LST-002,探究汉语语言现象和表达规律,围绕词汇演变、句式变化、修辞风格、语体差异、方言与普通话、网络语言等现象开展探究。,能提出语言问题，搜集语料，分析规律，形成有证据的探究结论。,重视真实语料和语境分析，避免空泛讲语言知识。,3,语言运用;思维能力;文化自信,普通高中语文课程标准(2017年版2020年修订)·选择性必修·语言积累、梳理与探究;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,语言积累、梳理与探究,语言逻辑与修辞,CHN-G11-LST-003,分析语言逻辑修辞和风格,在文学、论述、实用和媒介文本中分析语言逻辑、修辞手法、语体风格和表达效果。,能评价语言表达是否准确、连贯、得体、有逻辑，并能修改提升自己的表达。,结合写作修改、演讲稿打磨和文本赏析训练。,3,语言运用;思维能力;审美创造,普通高中语文课程标准(2017年版2020年修订)·选择性必修·语言积累、梳理与探究;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,语言积累、梳理与探究,语言专题成果表达,CHN-G11-LST-004,完成语言专题探究成果,将语言专题探究成果整理为报告、演示、论文雏形、案例集或语言规范建议。,能清楚呈现问题、语料、分析过程和结论，并体现规范使用国家通用语言文字的意识。,评价时关注语料质量、分析深度和表达规范。,3,语言运用;思维能力;文化自信,普通高中语文课程标准(2017年版2020年修订)·选择性必修·语言积累、梳理与探究;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,跨媒介阅读与交流,跨媒介专题阅读,CHN-G11-MCR-001,开展跨媒介专题阅读,围绕同一议题阅读文字、图像、音视频、网页、数据图表、社交媒体文本等多种媒介材料。,能比较不同媒介材料的内容选择、表达策略、传播效果和受众定位，形成综合判断。,使用真实传播案例，训练媒介辨析和信息整合能力。,3,语言运用;思维能力;数字化学习与创新,普通高中语文课程标准(2017年版2020年修订)·选择性必修·跨媒介阅读与交流;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,跨媒介阅读与交流,媒介信息评价,CHN-G11-MCR-002,评价媒介信息真实性和立场,关注多媒介信息的来源、证据、编辑方式、情绪倾向、算法推荐和传播语境，判断信息可靠性。,能识别事实、观点、情绪、立场和误导性表达，提出有依据的信息评价。,结合新闻、短视频、广告、公共传播材料开展媒体素养训练。,3,思维能力;语言运用;信息社会责任,普通高中语文课程标准(2017年版2020年修订)·选择性必修·跨媒介阅读与交流;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,跨媒介阅读与交流,跨媒介叙事设计,CHN-G11-MCR-003,设计跨媒介叙事和表达方案,根据主题、受众和传播目的，设计文字、图像、音频、视频、互动页面等多媒介协同表达方案。,能说明不同媒介承担的表达功能，形成结构清楚、内容连贯的跨媒介表达设计。,强调媒介服务内容，不追求形式堆砌。,3,语言运用;审美创造;数字化学习与创新,普通高中语文课程标准(2017年版2020年修订)·选择性必修·跨媒介阅读与交流;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
11,高中,跨媒介阅读与交流,跨媒介作品发布反思,CHN-G11-MCR-004,发布跨媒介作品并反思效果,创作并发布跨媒介语文作品，关注版权、隐私、引用规范、传播效果和受众反馈。,能根据反馈评价作品表达效果，说明改进方向，遵守数字环境中的表达责任。,可结合校园文化传播、社会议题表达、读书推广等项目。,3,语言运用;审美创造;信息社会责任,普通高中语文课程标准(2017年版2020年修订)·选择性必修·跨媒介阅读与交流;参考普通高中课程标准日常修订版(2017年版2025年修订)解读方向
